operon_no.	locus_tag	start	end 	sense
715	CCNA_01219	1345567	1346448	+
2029	CCNA_03437	3602289	3602786	-
1111	CCNA_01922	2067304	2068035	-
784	CCNA_01363	1478577	1479935	+
2247	CCNA_03813	3976615	3977988	+
2200	CCNA_03740	3909605	3910591	-
31	CCNA_00070	71977	72945	+
2399	CCNA_03947	1394783	1394905	+
1612	CCNA_02776	2934572	2936026	-
2225	CCNA_03776	3942909	3943448	-
1057	CCNA_01829	1955493	1956539	+
333	CCNA_00602	637845	639158	+
1927	CCNA_03270	3440693	3441151	+
2189	CCNA_03726	3894358	3895518	-
381	CCNA_00698	757318	757815	-
1635	CCNA_02818	2974861	2974974	+
1944	CCNA_03294	3463221	3464447	-
467	CCNA_00828	891133	892647	+
287	CCNA_00519	533891	534967	-
764	CCNA_01305	1431343	1431651	+
1526	CCNA_02636	2787593	2787991	+
2089	CCNA_03542	3698905	3699468	+
1153.1	CCNA_02009	2156875	2157291	-
1942	CCNA_03291	3457949	3458947	-
2126	CCNA_03612	3767028	3767276	-
2019	CCNA_03421	3586537	3587892	-
63	CCNA_00122	133417	133827	-
1860	CCNA_03164	3320693	3323464	+
1812	CCNA_03096	3245189	3247684	-
2147	CCNA_03660	3821223	3821492	-
1630	CCNA_02810	2967220	2967561	+
458	CCNA_00806	869778	871625	-
236	CCNA_00425	435633	436094	-
1660	CCNA_02861	3013149	3015680	-
1600	CCNA_02754	2917965	2919263	-
1792	CCNA_03066	3217329	3219419	-
2244	CCNA_03806	3971138	3971998	+
1436.1	CCNA_02466	2609942	2610925	-
1574.1	CCNA_02719	2879937	2880551	+
1025	CCNA_01776	1901998	1903167	+
1460	CCNA_02532	2680477	2680680	-
417	CCNA_00745	802070	802774	-
838	CCNA_01451	1565243	1565833	+
2291	CCNA_01517	1626548	1627576	-
1834	CCNA_03127	3274732	3276030	+
2186	CCNA_03723	3891390	3891827	-
88	CCNA_00161	170951	171577	+
1172	CCNA_02061	2210438	2211667	+
1959	CCNA_03318	3496374	3497750	-
2090.1	CCNA_03547	3703094	3704149	+
1656	CCNA_02853	3006909	3008306	-
89	CCNA_00162	171649	172917	+
2064	CCNA_03492	3651718	3652485	-
357	CCNA_00654	707254	708039	+
2304	CCNA_00458	469661	471415	+
1699	CCNA_02920	3078419	3080590	+
312	CCNA_00562	576665	577723	+
2240	CCNA_03798	3961164	3962495	-
1745	CCNA_02989	3143413	3143955	+
945	CCNA_01618	1739738	1740415	-
2392	CCNA_03906	3578916	3579269	+
1011	CCNA_01755	1881785	1883437	-
1390	CCNA_02397	2539482	2540201	+
2093	CCNA_03555	3711896	3712645	+
1597	CCNA_02750	2911008	2911682	-
94	CCNA_00170	182997	185663	+
72	CCNA_00135	144443	145276	+
896	CCNA_01550	1664281	1665261	-
1528	CCNA_02646	2799491	2799961	-
1147.1	CCNA_01987	2133480	2134322	-
528	CCNA_00923	1001397	1001729	+
1321	CCNA_02284	2434123	2434764	-
1190	CCNA_02094	2242725	2243642	-
406	CCNA_00728	783796	784959	+
912	CCNA_01575	1690968	1692194	-
1443	CCNA_02483	2630222	2631712	-
1205	CCNA_02116	2265728	2266525	-
86	CCNA_00158	165621	166784	+
1715	CCNA_02941	3101543	3102016	+
1330	CCNA_02305	2450438	2451238	+
357	CCNA_00651	701776	704244	+
130	CCNA_00235	250273	250548	-
1141	CCNA_01976	2120897	2121685	+
216	CCNA_00388	404125	405006	-
109	CCNA_00207	221641	222282	+
397	CCNA_00716	771391	771567	-
2211	CCNA_03753	3922579	3923709	-
496	CCNA_00869	947426	950383	-
1971	CCNA_03347	3526481	3527905	+
988	CCNA_01705	1836721	1837566	-
901	CCNA_01559	1675960	1676727	+
2203	CCNA_03744	3913617	3914687	-
911	CCNA_01574	1690173	1690907	+
2072	CCNA_03512	3670438	3670800	-
1656	CCNA_02854	3008437	3009114	-
783	CCNA_01360	1475884	1477386	+
1219	CCNA_02137	2294518	2297394	-
733	CCNA_01255	1382977	1383126	-
1906	CCNA_03235	3399818	3400963	-
764	CCNA_01316	1436536	1436904	+
1445	CCNA_02488	2636384	2637121	+
1229	CCNA_02158	2313968	2314924	+
1506	CCNA_02607	2753922	2755133	+
1245	CCNA_02183	2334262	2335152	+
1970.3	CCNA_03330	3509997	3510581	-
1980	CCNA_03360	3538659	3539750	+
1736	CCNA_02976	3131479	3131838	-
1165	CCNA_02051	2198894	2200246	+
2146	CCNA_03648	3806485	3806931	+
767	CCNA_01332	1445475	1445888	+
806	CCNA_01395	1513437	1515113	+
1815	CCNA_03100	3251134	3251355	-
855	CCNA_01484	1591111	1591530	+
1110	CCNA_01919	2062750	2063394	+
1599	CCNA_02753	2915012	2917471	-
1237	CCNA_02174	2326862	2327866	+
7	CCNA_00013	14199	17021	+
8	CCNA_00015	17491	18042	-
2145	CCNA_03646	3804414	3805532	-
1447	CCNA_02501	2649284	2651668	+
1225	CCNA_02152	2308548	2309207	-
2211	CCNA_03754	3923690	3924376	-
1369	CCNA_02365	2505205	2507520	-
444	CCNA_00783	844450	846426	-
712	CCNA_01210	1336864	1337625	+
1358	CCNA_02348	2487854	2488291	+
1540	CCNA_02661	2812862	2815669	+
1985	CCNA_03367	3544531	3545031	+
905	CCNA_01566	1682996	1683307	-
204	CCNA_00367	383800	384825	+
609	CCNA_01049	1145672	1146154	+
315	CCNA_00569	587111	588187	-
1128	CCNA_03959	2097338	2097556	+
705	CCNA_01197	1321300	1321470	-
1435	CCNA_02464	2606007	2607314	-
373	CCNA_00688	743786	745096	-
669	CCNA_01142	1246920	1247396	+
2309	CCNA_00679	735544	736479	+
1617	CCNA_02785	2943107	2944021	+
1962	CCNA_03321	3502114	3502482	-
536	CCNA_00937	1012655	1012924	-
22	CCNA_00050	52707	54299	-
2000	CCNA_03390	3563024	3563524	+
1873.1	CCNA_03182	3341862	3342233	-
628	CCNA_01077	1180973	1183075	-
1283	CCNA_02234	2383122	2383457	-
1325	CCNA_02293	2440516	2441148	-
1249	CCNA_02191	2343127	2343513	+
223	CCNA_00397	413741	415279	+
569	CCNA_00989	1069657	1071558	+
2232	CCNA_03787	3954143	3954310	+
809	CCNA_01403	1520934	1521833	+
824	CCNA_01429	1545062	1545592	+
1574.1	CCNA_02717	2878371	2879120	+
1419	CCNA_02441	2582586	2582744	+
1970.3	CCNA_03328	3509078	3509905	-
942	CCNA_01617	1739139	1739690	+
1927.1	CCNA_03272	3441214	3442635	+
1073	CCNA_01854	1985974	1986639	+
422	CCNA_00753	811400	812437	-
818.1	CCNA_01422	1539042	1539491	+
1000	CCNA_01737	1864901	1866424	-
711	CCNA_01206	1332960	1333697	+
1046	CCNA_01808	1933343	1934419	-
861	CCNA_01492	1601184	1602041	-
113	CCNA_00214	230262	232307	+
1920	CCNA_03265	3434954	3436486	+
2304	CCNA_00457	467106	469664	+
1689	CCNA_02901	3054695	3056206	-
588	CCNA_01019	1100992	1103268	-
302	CCNA_00545	563825	564547	+
1484	CCNA_02570	2721305	2722639	+
1919	CCNA_03261	3430135	3430767	-
476	CCNA_00838	904900	906873	-
2271	CCNA_03850	4015962	4016552	+
1626	CCNA_02800	2957416	2957895	+
1967	CCNA_03326	3506595	3508568	+
1941	CCNA_03288	3456818	3457006	+
433	CCNA_00770	825728	826336	+
2093	CCNA_03552	3708801	3709985	+
459	CCNA_00812	875775	876026	-
769	CCNA_01334	1446891	1447721	-
562	CCNA_00976	1055002	1056786	-
1153	CCNA_02023	2169373	2171433	-
734	CCNA_01256	1383564	1384559	-
801	CCNA_01388	1505184	1506251	+
1266	CCNA_02210	2357949	2358464	+
378	CCNA_00693	751485	751778	-
1471	CCNA_02549	2697084	2697974	+
2087	CCNA_03536	3695078	3695737	+
1410	CCNA_02427	2570061	2570666	-
1754	CCNA_03000	3154279	3155121	-
778	CCNA_01349	1462307	1462717	+
61	CCNA_00118	129746	131989	+
1351	CCNA_02338	2478190	2478867	-
2147	CCNA_03659	3820514	3821173	-
670	CCNA_01144	1248269	1248661	-
1360	CCNA_02351	2489936	2490565	-
1351	CCNA_02339	2478864	2479760	-
1775	CCNA_03044	3199019	3199450	+
2096	CCNA_03561	3716196	3717071	-
2129	CCNA_03619	3773490	3775610	+
851	CCNA_01476	1583425	1584192	+
49	CCNA_00101	111745	113034	-
1875	CCNA_03186	3346487	3347602	-
1109	CCNA_01918	2061343	2062668	+
1647	CCNA_02834	2987948	2988889	-
95	CCNA_00171	185853	186290	+
17	CCNA_00036	39430	39879	-
563	CCNA_00978	1057794	1058162	+
1287	CCNA_02241	2390484	2390951	-
955	CCNA_01643	1763716	1764555	-
1604.1	CCNA_02760	2923196	2923462	+
220	CCNA_00394	410549	410899	-
1400	CCNA_02411	2555134	2556000	-
2001	CCNA_03393	3564851	3565342	-
2016	CCNA_03416	3582768	3583769	-
99	CCNA_00189	203869	204135	+
2035	CCNA_03449	3613940	3615472	-
1510	CCNA_02612	2758473	2761115	-
87	CCNA_00160	169387	170526	+
1387	CCNA_02394	2537390	2538052	-
1585	CCNA_02736	2897850	2898464	+
2262.1	CCNA_03833	3997994	3998809	-
1637	CCNA_02820	2975365	2977254	+
776	CCNA_01347	1460358	1461083	+
1915	CCNA_03254	3425131	3426486	+
522	CCNA_00914	993288	993815	-
1757	CCNA_03004	3158154	3159056	+
1020	CCNA_01770	1898272	1898691	+
1363	CCNA_02356	2495393	2496361	-
1567	CCNA_02705	2861842	2862051	-
1919	CCNA_03259	3429300	3429683	-
31	CCNA_00073	74573	76108	+
268	CCNA_00484	500314	501015	-
1433	CCNA_02460	2603208	2603669	-
1182	CCNA_02082	2232512	2232736	-
2416	CCNA_03981	3103505	3103669	+
484	CCNA_00848	921330	921494	-
66	CCNA_00127	136811	137011	+
1118	CCNA_01938	2081188	2081937	-
2253	CCNA_03820	3986469	3987128	+
701	CCNA_01192	1312555	1313478	-
1014	CCNA_01761	1889529	1890635	-
1906	CCNA_03239	3403175	3404281	-
729	CCNA_01245	1372630	1373421	-
1994	CCNA_03381	3552659	3553729	+
246	CCNA_00441	447802	448167	+
640	CCNA_01095	1199533	1201932	-
1455	CCNA_02518	2667679	2669175	-
814	CCNA_01413	1531128	1531727	+
2119	CCNA_03995	3752732	3752809	+
74	CCNA_00136	145273	146952	-
1608	CCNA_02770	2930177	2931532	-
445	CCNA_00784	846681	847904	+
2123	CCNA_03605	3759296	3760189	-
102	CCNA_00195	208487	209095	-
979	CCNA_01688	1814816	1815859	+
1246	CCNA_02186	2337874	2338431	+
163.1	CCNA_00296	310374	311066	+
1514	CCNA_02619	2767206	2768111	+
1379	CCNA_02380	2522992	2523348	-
1026	CCNA_01778	1905204	1906496	+
1920	CCNA_03263	3431964	3434777	+
54	CCNA_00110	120169	120675	-
1385	CCNA_03898	2536532	2536969	+
1075	CCNA_01860	1993888	1995033	+
1943	CCNA_03292	3459075	3460628	-
1879	CCNA_03193	3354463	3355041	-
238	CCNA_00428	437146	437328	+
1235	CCNA_02169	2322045	2322497	+
1731	CCNA_02966	3122241	3122720	-
2076	CCNA_03523	3680336	3680833	-
1015	CCNA_01764	1893601	1894062	+
469	CCNA_00831	894504	897455	+
1001	CCNA_01738	1866634	1869063	-
2376	CCNA_03927	770798	771094	-
735.1	CCNA_01260	1387138	1387887	+
2409	CCNA_03965	2404323	2404409	+
1941	CCNA_03289	3457011	3457406	+
2214	CCNA_03759	3929285	3930313	-
1144	CCNA_03960	2127185	2127355	-
2103	CCNA_03575	3730408	3731595	+
612	CCNA_01052	1151554	1152276	+
764	CCNA_01317	1436904	1437218	+
105	CCNA_00200	214320	215255	-
168	CCNA_00305	319278	320303	-
1906	CCNA_03240	3404359	3405741	-
996	CCNA_01726	1852884	1854650	+
2206	CCNA_03747	3917092	3918117	-
2043	CCNA_03459	3621829	3623598	+
773	CCNA_01342	1455951	1457252	+
2192	CCNA_03729	3897144	3897797	-
557	CCNA_00970	1046120	1049140	+
2072	CCNA_03511	3669759	3670445	-
1945	CCNA_03295	3464572	3466500	+
2255	CCNA_03822	3988188	3989051	-
136	CCNA_00249	260971	261561	+
2298	CCNA_03893	1848134	1848526	+
2002	CCNA_03395	3566429	3566788	+
914	CCNA_01578	1694679	1695041	+
1760	CCNA_03011	3164576	3165085	-
1690	CCNA_02902	3056617	3058752	-
2327	CCNA_01298	1423488	1424678	+
843	CCNA_01461	1568764	1569069	+
234	CCNA_00423	433404	433874	+
1999	CCNA_03387	3560500	3561213	-
1070	CCNA_01847	1978955	1979692	-
627	CCNA_01075	1179849	1180265	-
2045	CCNA_03462	3624696	3626276	-
1048	CCNA_01811	1935926	1936417	-
543	CCNA_00949	1026741	1026965	+
56	CCNA_00112	121503	121892	+
633	CCNA_01084	1188873	1190108	+
2007	CCNA_03401	3570378	3571091	-
813	CCNA_01410	1527619	1529118	-
2116	CCNA_03594	3747921	3748637	+
1705	CCNA_02929	3089640	3090680	+
129	CCNA_00233	248082	249119	+
392	CCNA_00711	768833	769933	+
920	CCNA_01584	1699686	1702070	-
599	CCNA_01034	1123256	1126540	+
532	CCNA_00931	1006846	1008048	+
879	CCNA_01525	1634266	1634691	+
641	CCNA_01097	1203412	1203768	-
2421	CCNA_03989	3422208	3423167	-
1912	CCNA_03249	3418740	3421262	+
934	CCNA_01604	1724760	1725353	+
1651	CCNA_02844	2997265	2997483	-
1183	CCNA_02086	2235387	2236187	-
187	CCNA_00346	360419	361819	+
662	CCNA_01132	1235738	1237813	+
972	CCNA_01673	1795018	1795965	-
2096	CCNA_03560	3714529	3716148	-
1928	CCNA_03271	3439382	3440587	-
497.1	CCNA_00870	950449	950886	-
2147	CCNA_03656	3817495	3818418	-
849	CCNA_01467	1574712	1576358	+
2262	CCNA_03835	4000678	4001889	-
1197	CCNA_02101	2250611	2250997	+
527	CCNA_00922	998598	1001177	+
1999	CCNA_03388	3561263	3561988	-
19	CCNA_00043	46622	48268	-
1458.1	CCNA_02529	2677226	2678323	+
165	CCNA_00299	312678	313961	+
112	CCNA_00211	227686	228693	+
1539	CCNA_02659	2811763	2812125	+
764	CCNA_01311	1434494	1434874	+
1210	CCNA_02124	2275567	2276028	-
288	CCNA_00520	535198	536136	-
77	CCNA_00141	153718	154533	-
1995	CCNA_03383	3555235	3557088	-
1968	CCNA_03327	3508706	3509071	+
1556	CCNA_02683	2835984	2837312	-
999	CCNA_01736	1864287	1864886	+
1777	CCNA_03048	3201391	3202965	-
803	CCNA_01391	1509067	1510149	+
1087	CCNA_01884	2023230	2024378	+
1078	CCNA_01866	2000523	2003621	+
1288	CCNA_02242	2391126	2391560	-
93	CCNA_00169	181379	182917	+
1793	CCNA_03067	3219562	3219960	-
2146	CCNA_03652	3811849	3815310	+
1300	CCNA_02257	2409069	2409380	-
1740	CCNA_02981	3136476	3136934	+
1460	CCNA_02531	2679589	2680371	-
343	CCNA_00620	664466	665644	+
2069	CCNA_03504	3661597	3663408	+
1528	CCNA_02641	2793515	2794903	-
534	CCNA_00935	1010693	1011679	-
2159	CCNA_03678	3837928	3838554	+
84	CCNA_00154	162975	163235	-
962	CCNA_01654	1775569	1776417	+
1027	CCNA_01779	1906529	1906798	-
850	CCNA_01475	1582599	1583243	+
2135	CCNA_03626	3781650	3782612	-
1881	CCNA_03196	3356661	3356855	-
2379	CCNA_02311	2457093	2457431	+
124	CCNA_00228	244056	244670	-
1943	CCNA_03293	3460721	3462811	-
2037	CCNA_03451	3616201	3616425	+
1147.1	CCNA_01995	2142103	2142948	-
987	CCNA_01701	1832940	1833926	+
1854	CCNA_03157	3312450	3313334	+
1838	CCNA_03132	3280908	3281234	-
505	CCNA_00883	963045	963803	-
1677	CCNA_02885	3033732	3034448	+
2244	CCNA_03810	3974008	3974778	+
980	CCNA_01689	1815952	1817415	+
1070	CCNA_01848	1979689	1980078	-
362	CCNA_00664	720528	721781	+
1741	CCNA_02985	3139760	3140485	+
1935	CCNA_03281	3451086	3451583	+
588	CCNA_01020	1103332	1104375	-
414	CCNA_00741	799454	799879	-
95	CCNA_00181	194951	195427	+
2073	CCNA_03517	3673829	3675487	-
1078	CCNA_01865	1999438	2000526	+
861	CCNA_01491	1599999	1601159	-
120	CCNA_00222	238241	239860	+
525	CCNA_00919	996243	996467	+
114	CCNA_00215	232614	233402	+
1905	CCNA_03228	3392256	3394277	-
1431	CCNA_02459	2601067	2603211	+
246	CCNA_00443	450529	450996	+
550	CCNA_00963	1038937	1039353	-
792.1	CCNA_01375	1490238	1490675	+
91	CCNA_00166	178252	179070	-
1903	CCNA_03225	3387075	3388370	-
1209	CCNA_02123	2274928	2275422	+
1007	CCNA_01748	1875935	1876864	+
355	CCNA_00641	692376	692672	-
205	CCNA_00369	385817	387130	+
836	CCNA_01448	1560867	1561820	+
1360	CCNA_02352	2490617	2492791	-
1729	CCNA_02963	3119317	3119577	-
117	CCNA_00218	236131	236877	-
1898	CCNA_03216	3377577	3377777	-
1761	CCNA_03012	3165259	3165822	+
631	CCNA_01081	1184863	1185642	+
436	CCNA_00774	829317	830426	+
1451	CCNA_02514	2664933	2665673	+
768	CCNA_01333	1446332	1446724	-
681	CCNA_01161	1268520	1269866	+
446	CCNA_00785	848157	849932	-
179	CCNA_00329	341277	341825	+
259	CCNA_00471	486159	487127	-
1440.1	CCNA_02474	2619485	2619961	-
377	CCNA_00692	749166	751250	+
1641.1	CCNA_02826	2981109	2982131	+
690	CCNA_01176	1295632	1295991	+
1496	CCNA_02591	2740556	2740897	+
357	CCNA_00653	704586	707264	+
309	CCNA_00555	571117	571461	+
1977	CCNA_03354	3532153	3532797	-
1169	CCNA_02055	2205060	2205386	-
1229	CCNA_02159	2314921	2315475	+
1945.1	CCNA_03296	3466675	3467910	+
2188	CCNA_03725	3892732	3894357	+
1032	CCNA_01784	1912227	1912619	-
333	CCNA_00603	639155	640153	+
1214	CCNA_02129	2282731	2283864	+
120	CCNA_00223	239869	240651	+
540	CCNA_00943	1019355	1021466	-
2117	CCNA_03596	3749321	3749728	-
1970.3	CCNA_03331	3510578	3511381	-
879	CCNA_01526	1634651	1635013	+
250	CCNA_00452	458721	459857	-
646	CCNA_01107	1212372	1212590	+
1649	CCNA_02840	2994294	2995181	+
2072	CCNA_03508	3666448	3667026	-
1579	CCNA_03973	2889997	2890155	+
1786	CCNA_03059	3212014	3212571	-
1499	CCNA_02596	2743723	2744340	-
58	CCNA_00114	122547	122852	+
1085	CCNA_01877	2015915	2016775	+
1722	CCNA_02953	3112235	3113203	+
2160	CCNA_03680	3839161	3842748	-
2271	CCNA_03854	4018707	4019030	+
1604	CCNA_02759	2922305	2923135	+
1223	CCNA_02151	2308196	2308450	-
989	CCNA_01706	1837718	1839457	+
360	CCNA_00658	713877	714920	+
1471	CCNA_02548	2696440	2697087	+
1584	CCNA_02734	2896213	2897085	-
2193	CCNA_03731	3898748	3899293	-
1853	CCNA_03152	3308514	3308927	+
157	CCNA_00280	292898	293641	-
1246	CCNA_02185	2336026	2337831	+
868	CCNA_01505	1616437	1616739	-
903	CCNA_01563	1680856	1681962	+
65	CCNA_00126	136184	136591	-
329.1	CCNA_00589	617851	618567	-
271	CCNA_00488	506715	507341	-
972	CCNA_01672	1794029	1795006	-
127	CCNA_00231	247055	247540	+
2139	CCNA_03634	3788397	3788990	-
602	CCNA_01039	1133616	1134932	+
549	CCNA_00961	1038075	1038479	+
454.5	CCNA_03940	861178	861285	+
983	CCNA_01696	1826794	1828470	-
1149	CCNA_02002	2148110	2148739	-
2013	CCNA_03407	3574358	3575788	-
582	CCNA_01010	1089523	1091064	-
994	CCNA_01717	1846800	1847210	+
949	CCNA_01625	1745770	1747389	-
1356	CCNA_02346	2485222	2486178	+
764	CCNA_01313	1435640	1436071	+
1483	CCNA_02569	2720568	2721197	-
45	CCNA_00093	105028	105237	-
689	CCNA_01173	1293181	1293510	-
867	CCNA_01501	1611887	1612267	-
1470	CCNA_02547	2695941	2696318	-
826	CCNA_01434	1548878	1549303	+
1724	CCNA_02957	3115680	3116042	-
801	CCNA_01387	1503930	1505177	+
2162	CCNA_03686	3848258	3853318	-
685	CCNA_01166	1284624	1285421	-
2078	CCNA_03526	3683299	3683442	+
360	CCNA_00656	710696	712531	+
898	CCNA_01552	1665871	1668519	+
1120	CCNA_01944	2086293	2086811	-
2075	CCNA_03522	3678735	3680171	+
539	CCNA_00940	1015105	1017138	+
606	CCNA_01046	1141093	1141746	-
164	CCNA_00298	311893	312666	-
1382	CCNA_02385	2528009	2529388	-
170	CCNA_00309	323812	324045	-
1074	CCNA_01858	1990867	1991769	+
1960	CCNA_03319	3497932	3498732	-
2291	CCNA_01516	1625780	1626412	-
1147.1	CCNA_01991	2136675	2137313	-
1133	CCNA_01964	2107547	2107942	-
32	CCNA_00074	76477	78678	-
1810	CCNA_03093	3242240	3242662	+
246	CCNA_00449	454259	454861	+
119	CCNA_00221	237642	238136	-
2223	CCNA_03774	3941503	3942390	-
356	CCNA_00643	693356	693502	+
1055	CCNA_01826	1951298	1953250	+
1951	CCNA_03308	3484466	3485245	+
2024	CCNA_03430	3593983	3594108	-
72	CCNA_00132	141633	142433	+
2106	CCNA_03579	3736897	3737205	+
1403	CCNA_02415	2559422	2559829	+
269	CCNA_00486	502235	504724	+
1933	CCNA_03279	3446411	3447247	-
1367	CCNA_02363	2502410	2502739	+
1720	CCNA_02947	3107558	3108547	+
442	CCNA_00781	841838	842194	+
1253	CCNA_02196	2346386	2346784	-
1269	CCNA_02213	2360757	2361848	-
1890	CCNA_03206	3368261	3369649	+
1608	CCNA_02768	2928429	2929412	-
1314	CCNA_02275	2425820	2426605	-
164	CCNA_00297	311039	311896	-
326	CCNA_00587	615934	617430	+
1131	CCNA_01961	2104868	2106214	+
1004	CCNA_01743	1871442	1872251	-
578	CCNA_00999	1081984	1082481	+
745	CCNA_01274	1400085	1401608	-
1547	CCNA_02672	2824657	2825121	-
672	CCNA_01148	1251192	1251368	+
2263	CCNA_03837	4002543	4003088	-
1906	CCNA_03241	3405738	3407138	-
1950	CCNA_03306	3483670	3484041	-
2422	CCNA_03991	3527624	3527956	-
363	CCNA_00665	721949	723094	+
1735	CCNA_02975	3129406	3131328	+
1081	CCNA_01873	2010241	2010474	+
1905	CCNA_03229	3394360	3395649	-
1303	CCNA_02261	2411414	2413423	-
612	CCNA_01053	1152201	1153307	+
252	CCNA_00459	471542	472783	+
690	CCNA_01179	1298146	1298880	+
1905	CCNA_03988	3397119	3397646	-
1797	CCNA_03073	3223642	3224166	+
465	CCNA_00825	886217	886825	-
1070	CCNA_01845	1977086	1977619	-
1609	CCNA_02772	2931810	2932736	+
1161	CCNA_02045	2190729	2192279	-
83	CCNA_00153	162409	163035	+
1058	CCNA_01830	1956674	1959535	+
225	CCNA_00403	419728	420699	+
1091	CCNA_01889	2029278	2030912	-
1802	CCNA_03083	3231328	3233052	-
1509	CCNA_02611	2757266	2758156	-
685	CCNA_01167	1285421	1286584	-
1328	CCNA_02299	2445821	2446528	+
2397	CCNA_03942	899356	899490	-
1396	CCNA_02407	2549896	2550660	-
482	CCNA_00846	917301	920390	-
357	CCNA_00645	695435	696727	+
1051	CCNA_01821	1947560	1948387	-
1276	CCNA_02225	2373680	2374657	-
973	CCNA_01675	1797735	1799519	+
878	CCNA_01524	1632277	1634067	-
998	CCNA_01734	1862960	1863646	-
1926	CCNA_03269	3438397	3439374	+
83	CCNA_00152	161320	162396	+
1115	CCNA_01927	2073818	2074621	+
885	CCNA_01535	1643665	1644168	+
471	CCNA_00833	898620	899219	+
1102	CCNA_01912	2056129	2056449	-
2161	CCNA_03684	3845303	3845971	+
1533	CCNA_02653	2807177	2808076	+
888	CCNA_01539	1649458	1650156	-
1124	CCNA_01949	2091495	2091980	+
1577	CCNA_02725	2887328	2888995	-
233	CCNA_00420	431334	431885	-
427	CCNA_00759	816201	818675	-
1991	CCNA_03376	3549678	3550217	-
167	CCNA_00301	314615	315697	+
1429	CCNA_02456	2597600	2598337	-
1114	CCNA_01926	2072620	2073681	+
1052	CCNA_01823	1950040	1950258	-
92	CCNA_00167	179311	180120	+
9	CCNA_00019	19815	20447	+
885	CCNA_01536	1644321	1645001	+
85	CCNA_00155	163413	164531	+
2011	CCNA_03405	3573190	3573867	-
100	CCNA_00192	205174	206793	-
711	CCNA_01208	1334872	1335477	+
2071	CCNA_03506	3664090	3664677	+
1407	CCNA_02422	2566554	2567381	-
804	CCNA_01392	1510305	1510772	+
1047	CCNA_01809	1934502	1935479	+
540	CCNA_00941	1017151	1018374	-
1520	CCNA_02628	2778529	2779434	-
320	CCNA_00578	601496	604033	+
1107.1	CCNA_01917	2059987	2061114	-
128	CCNA_00232	247537	247953	-
1180	CCNA_02077	2227639	2228430	-
951	CCNA_01630	1750026	1750721	+
1147.1	CCNA_01990	2135602	2136621	-
2417	CCNA_03982	3103729	3103842	+
1070	CCNA_01851	1982720	1983781	-
2091	CCNA_03549	3705742	3708144	-
1343	CCNA_02326	2468002	2469219	-
812	CCNA_01407	1525535	1526167	+
2006	CCNA_03400	3570124	3570297	+
1252	CCNA_02195	2345936	2346370	+
2217	CCNA_03763	3931762	3932676	-
2061	CCNA_03488	3648911	3649450	-
1475	CCNA_02558	2704653	2706239	+
1578	CCNA_02726	2889287	2889817	-
1560	CCNA_02690	2843370	2844557	+
352	CCNA_00636	683537	684388	+
1495	CCNA_02587	2736340	2738157	-
1450	CCNA_02512	2662565	2663266	-
977	CCNA_01684	1811466	1812350	-
2254	CCNA_03821	3987369	3988175	+
1894	CCNA_03211	3374076	3375077	-
783	CCNA_01356	1470370	1472298	+
1962	CCNA_03325	3506186	3506512	-
2154	CCNA_03671	3831714	3832502	+
1859	CCNA_03162	3317963	3319408	-
261	CCNA_00473	488274	488768	-
1505	CCNA_02605	2750412	2751203	-
1779	CCNA_03051	3205573	3205971	-
818.1	CCNA_01421	1538581	1539045	+
1592	CCNA_02744	2906466	2907182	-
51	CCNA_00103	113463	115160	+
364	CCNA_00667	723506	724690	-
1528	CCNA_02638	2789113	2790969	-
1087	CCNA_01882	2021155	2022036	+
121	CCNA_00224	240648	242693	-
1653	CCNA_02850	3003473	3004585	-
2169.1	CCNA_03696	3862731	3864674	+
1577	CCNA_02724	2886373	2887317	-
1611	CCNA_02775	2934282	2934473	-
1918	CCNA_03990	3428398	3428430	+
181	CCNA_00331	342674	343432	+
535	CCNA_00936	1011810	1012649	+
1938	CCNA_03285	3454942	3455910	+
161	CCNA_00289	300549	300797	-
1827	CCNA_03117	3266288	3266830	+
1630	CCNA_02806	2961061	2962299	+
1765	CCNA_03024	3179307	3180197	-
1670	CCNA_02874	3023772	3024188	-
2052	CCNA_03474	3639538	3639765	-
1633	CCNA_02815	2971567	2973531	-
717	CCNA_01222	1348063	1349016	-
494.5	CCNA_00863	941464	942333	-
282	CCNA_00511	525200	525880	-
1720	CCNA_02946	3106845	3107561	+
883	CCNA_01531	1638743	1639297	+
2019	CCNA_03422	3587899	3589689	-
1201	CCNA_02110	2260320	2260748	-
1101	CCNA_01907	2052344	2053105	-
1423	CCNA_02445	2586432	2587169	+
1564	CCNA_02696	2849672	2851066	+
2112	CCNA_03589	3743953	3744558	-
6	CCNA_00011	10223	11380	+
2240	CCNA_03799	3962492	3963415	-
1734	CCNA_02972	3128129	3128749	-
1173.2	CCNA_02063	2213567	2214496	-
499	CCNA_00876	953903	954307	-
547	CCNA_00956	1032336	1034438	+
932	CCNA_01602	1722517	1723155	+
718	CCNA_01228	1355045	1355674	+
2132	CCNA_03623	3777874	3779079	+
1603	CCNA_02758	2921763	2922152	+
1	CCNA_00005	3190	3903	+
2241	CCNA_03801	3964209	3966470	+
1732.5	CCNA_03883	3125570	3125986	-
1651	CCNA_02843	2996950	2997252	-
785	CCNA_01364	1480166	1481191	+
679	CCNA_01159	1266958	1268313	+
379	CCNA_00695	754514	756148	-
1236	CCNA_02171	2323300	2324580	-
